pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;spine1-x;spine1-y;spine1-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;pelvis-x;pelvis-y;pelvis-z;pelvis_left_femur-x;pelvis_left_femur-y;pelvis_left_femur-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_humerus-x;right_humerus-y;right_humerus-z;left_manubrium-x;left_manubrium-y;left_manubrium-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_humerus-x;right_humerus-y;right_humerus-z;right_radius-x;right_radius-y;right_radius-z;left_clavicle-x;left_clavicle-y;left_clavicle-z;left_humerus-x;left_humerus-y;left_humerus-z;left_femur_tibia-x;left_femur_tibia-y;left_femur_tibia-z;left_tibia_foot-x;left_tibia_foot-y;left_tibia_foot-z;right_manubrium-x;right_manubrium-y;right_manubrium-z;right_clavicle-x;right_clavicle-y;right_clavicle-z;right_femur_tibia-x;right_femur_tibia-y;right_femur_tibia-z;right_tibia_foot-x;right_tibia_foot-y;right_tibia_foot-z;pelvis-x;pelvis-y;pelvis-z;pelvis_right_femur-x;pelvis_right_femur-y;pelvis_right_femur-z;spine1-x;spine1-y;spine1-z;spine2-x;spine2-y;spine2-z;pelvis-x;pelvis-y;pelvis-z;pelvis_spine1-x;pelvis_spine1-y;pelvis_spine1-z;left_humerus-x;left_humerus-y;left_humerus-z;left_radius-x;left_radius-y;left_radius-z;spine2-x;spine2-y;spine2-z;neck-x;neck-y;neck-z
137.373;10.871;236.415;137.571;13.231;236.449;138.382;9.97;235.797;139.544;5.861;236.877;137.693;10.27;236.645;138.382;9.97;235.797;136.642;14.995;238.058;136.458;12.256;238.874;138.335;14.812;236.171;138.788;14.88;234.84;137.009;9.874;237.456;136.847;5.476;237.283;136.458;12.256;238.874;137.319;10.005;239.608;138.788;14.88;234.84;138.519;12.047;234.065;139.544;5.861;236.877;138.84;1.067;236.686;137.663;14.884;237.095;136.642;14.995;238.058;136.847;5.476;237.283;133.689;2.974;234.64;137.693;10.27;236.645;137.009;9.874;237.456;137.571;13.231;236.449;137.299;15.324;236.087;137.693;10.27;236.645;137.373;10.871;236.415;138.519;12.047;234.065;138.617;9.586;234.047;137.299;15.324;236.087;138.548;16.249;236.847
137.936;10.989;236.741;138.139;13.348;236.771;138.933;10.084;236.108;139.832;5.868;237.013;138.261;10.389;236.968;138.933;10.084;236.108;137.198;15.108;238.378;136.918;12.347;239.088;138.913;14.927;236.511;139.387;14.996;235.188;137.592;9.997;237.794;137.754;5.596;237.869;136.918;12.347;239.088;137.62;10.019;239.746;139.387;14.996;235.188;139.249;12.139;234.465;139.832;5.868;237.013;138.871;1.125;236.706;138.23;14.997;237.427;137.198;15.108;238.378;137.754;5.596;237.869;134.587;3.015;235.313;138.261;10.389;236.968;137.592;9.997;237.794;138.139;13.348;236.771;137.88;15.444;236.417;138.261;10.389;236.968;137.936;10.989;236.741;139.249;12.139;234.465;139.47;9.687;234.543;137.88;15.444;236.417;139.127;16.357;237.196
138.466;11.097;237.048;138.679;13.456;237.08;139.447;10.186;236.4;140.068;5.883;237.112;138.794;10.499;237.272;139.447;10.186;236.4;137.722;15.21;238.69;137.339;12.434;239.283;139.462;15.035;236.846;139.964;15.11;235.533;138.142;10.114;238.115;138.681;5.756;238.457;137.339;12.434;239.283;137.867;10.04;239.859;139.964;15.11;235.533;139.99;12.235;234.872;140.068;5.883;237.112;138.888;1.195;236.742;138.766;15.099;237.753;137.722;15.21;238.69;138.681;5.756;238.457;135.663;2.849;236.078;138.794;10.499;237.272;138.142;10.114;238.115;138.679;13.456;237.08;138.433;15.556;236.742;138.794;10.499;237.272;138.466;11.097;237.048;139.99;12.235;234.872;140.368;9.81;235.078;138.433;15.556;236.742;139.676;16.452;237.545
138.964;11.173;237.338;139.189;13.531;237.377;139.927;10.254;236.676;140.255;5.89;237.184;139.294;10.575;237.56;139.927;10.254;236.676;138.212;15.278;238.993;137.721;12.497;239.47;139.978;15.11;237.174;140.51;15.198;235.873;138.659;10.199;238.42;139.586;5.935;239.025;137.721;12.497;239.47;138.065;10.05;239.961;140.51;15.198;235.873;140.731;12.316;235.285;140.255;5.89;237.184;138.893;1.254;236.784;139.269;15.165;238.07;138.212;15.278;238.993;139.586;5.935;239.025;136.937;2.498;236.931;139.294;10.575;237.56;138.659;10.199;238.42;139.189;13.531;237.377;138.952;15.634;237.06;139.294;10.575;237.56;138.964;11.173;237.338;140.731;12.316;235.285;141.292;9.946;235.656;138.952;15.634;237.06;140.189;16.513;237.89
139.436;11.195;237.621;139.677;13.551;237.67;140.381;10.269;236.943;140.407;5.874;237.241;139.767;10.596;237.838;140.381;10.269;236.943;138.677;15.29;239.292;138.072;12.515;239.661;140.468;15.133;237.496;141.027;15.24;236.208;139.147;10.226;238.711;140.429;6.097;239.555;138.072;12.515;239.661;138.23;10.034;240.067;141.027;15.24;236.208;141.462;12.367;235.706;140.407;5.874;237.241;138.879;1.292;236.808;139.746;15.177;238.383;138.677;15.29;239.292;140.429;6.097;239.555;138.426;2.044;237.884;139.767;10.596;237.838;139.147;10.226;238.711;139.677;13.551;237.67;139.443;15.658;237.374;139.767;10.596;237.838;139.436;11.195;237.621;141.462;12.367;235.706;142.213;10.089;236.269;139.443;15.658;237.374;140.673;16.523;238.231
139.895;11.154;237.908;140.156;13.507;237.969;140.822;10.222;237.211;140.549;5.827;237.3;140.226;10.551;238.117;140.822;10.222;237.211;139.137;15.237;239.598;138.414;12.479;239.874;140.946;15.092;237.819;141.524;15.223;236.542;139.617;10.182;238.999;141.182;6.197;240.035;138.414;12.479;239.874;138.39;9.982;240.201;141.524;15.223;236.542;142.166;12.374;236.125;140.549;5.827;237.3;138.839;1.317;236.797;140.216;15.126;238.7;139.137;15.237;239.598;141.182;6.197;240.035;140.082;1.638;238.925;140.226;10.551;238.117;139.617;10.182;238.999;140.156;13.507;237.969;139.921;15.617;237.694;140.226;10.551;238.117;139.895;11.154;237.908;142.166;12.374;236.125;143.095;10.224;236.888;139.921;15.617;237.694;141.144;16.472;238.57
140.361;11.053;238.212;140.644;13.403;238.286;141.269;10.119;237.492;140.722;5.75;237.388;140.688;10.444;238.41;141.269;10.119;237.492;139.621;15.124;239.927;138.778;12.394;240.127;141.432;14.99;238.15;142.013;15.146;236.877;140.088;10.072;239.296;141.85;6.207;240.461;138.778;12.394;240.127;138.585;9.896;240.382;142.013;15.146;236.877;142.834;12.334;236.53;140.722;5.75;237.388;138.784;1.351;236.75;140.701;15.015;239.031;139.621;15.124;239.927;141.85;6.207;240.461;141.746;1.414;239.968;140.688;10.444;238.41;140.088;10.072;239.296;140.644;13.403;238.286;140.407;15.515;238.029;140.688;10.444;238.41;140.361;11.053;238.212;142.834;12.334;236.53;143.91;10.326;237.467;140.407;15.515;238.029;141.626;16.368;238.912
140.851;10.911;238.543;141.153;13.259;238.629;141.74;9.979;237.801;140.969;5.65;237.54;141.174;10.297;238.729;141.74;9.979;237.801;140.141;14.975;240.285;139.196;12.275;240.431;141.939;14.847;238.495;142.504;15.024;237.218;140.579;9.919;239.617;142.467;6.132;240.84;139.196;12.275;240.431;138.859;9.786;240.625;142.504;15.024;237.218;143.46;12.25;236.917;140.969;5.65;237.54;138.753;1.419;236.703;141.216;14.868;239.382;140.141;14.975;240.285;142.467;6.132;240.84;143.197;1.369;240.856;141.174;10.297;238.729;140.579;9.919;239.617;141.153;13.259;238.629;140.912;15.372;238.385;141.174;10.297;238.729;140.851;10.911;238.543;143.46;12.25;236.917;144.654;10.373;237.976;140.912;15.372;238.385;142.132;16.228;239.264
141.373;10.758;238.907;141.682;13.105;239.001;142.248;9.826;238.148;141.318;5.537;237.777;141.693;10.14;239.085;142.248;9.826;238.148;140.685;14.821;240.668;139.678;12.143;240.777;142.459;14.696;238.856;142.999;14.886;237.569;141.105;9.76;239.976;143.072;6.009;241.189;139.678;12.143;240.777;139.232;9.668;240.923;142.999;14.886;237.569;144.047;12.143;237.298;141.318;5.537;237.777;138.797;1.536;236.703;141.749;14.714;239.753;140.685;14.821;240.668;143.072;6.009;241.189;144.284;1.354;241.466;141.693;10.14;239.085;141.105;9.76;239.976;141.682;13.105;239.001;141.429;15.217;238.76;141.693;10.14;239.085;141.373;10.758;238.907;144.047;12.143;237.298;145.331;10.366;238.423;141.429;15.217;238.76;142.65;16.083;239.628
141.926;10.627;239.303;142.223;12.975;239.397;142.793;9.691;238.54;141.77;5.429;238.101;142.247;10.009;239.48;142.793;9.691;238.54;141.228;14.693;241.067;140.208;12.018;241.148;142.982;14.574;239.235;143.497;14.766;237.938;141.667;9.632;240.378;143.667;5.879;241.524;140.208;12.018;241.148;139.698;9.554;241.262;143.497;14.766;237.938;144.596;12.039;237.696;141.77;5.429;238.101;138.941;1.721;236.771;142.282;14.589;240.14;141.228;14.693;241.067;143.667;5.879;241.524;144.969;1.247;241.79;142.247;10.009;239.48;141.667;9.632;240.378;142.223;12.975;239.397;141.946;15.083;239.149;142.247;10.009;239.48;141.926;10.627;239.303;144.596;12.039;237.696;145.932;10.311;238.835;141.946;15.083;239.149;143.162;15.965;240.008
142.502;10.551;239.724;142.776;12.902;239.813;143.364;9.605;238.966;142.319;5.351;238.509;142.824;9.935;239.906;143.364;9.605;238.966;141.768;14.611;241.483;140.773;11.926;241.542;143.513;14.51;239.64;144.013;14.696;238.337;142.249;9.57;240.812;144.218;5.766;241.839;140.773;11.926;241.542;140.245;9.464;241.635;144.013;14.696;238.337;145.1;11.964;238.109;142.319;5.351;238.509;139.191;2.012;236.902;142.818;14.519;240.549;141.768;14.611;241.483;144.218;5.766;241.839;145.291;1.068;241.904;142.824;9.935;239.906;142.249;9.57;240.812;142.776;12.902;239.813;142.47;15.006;239.558;142.824;9.935;239.906;142.502;10.551;239.724;145.1;11.964;238.109;146.429;10.207;239.212;142.47;15.006;239.558;143.676;15.9;240.416
143.087;10.553;240.153;143.343;12.906;240.238;143.947;9.594;239.41;142.976;5.317;238.999;143.408;9.939;240.344;143.947;9.594;239.41;142.327;14.589;241.919;141.371;11.889;241.97;144.068;14.52;240.07;144.561;14.698;238.763;142.832;9.587;241.255;144.68;5.684;242.123;141.371;11.889;241.97;140.864;9.423;242.055;144.561;14.698;238.763;145.553;11.932;238.507;142.976;5.317;238.999;139.579;2.421;237.105;143.374;14.521;240.98;142.327;14.589;241.919;144.68;5.684;242.123;145.344;0.916;241.907;143.408;9.939;240.344;142.832;9.587;241.255;143.343;12.906;240.238;143.02;15.008;239.99;143.408;9.939;240.344;143.087;10.553;240.153;145.553;11.932;238.507;146.808;10.071;239.522;143.02;15.008;239.99;144.222;15.905;240.853
143.666;10.629;240.574;143.912;12.983;240.657;144.53;9.66;239.848;143.771;5.33;239.574;143.984;10.016;240.775;144.53;9.66;239.848;142.91;14.634;242.364;141.995;11.921;242.433;144.636;14.598;240.5;145.123;14.767;239.19;143.4;9.676;241.684;145.045;5.648;242.374;141.995;11.921;242.433;141.541;9.445;242.528;145.123;14.767;239.19;145.953;11.955;238.859;143.771;5.33;239.574;140.185;2.875;237.422;143.946;14.591;241.413;142.91;14.634;242.364;145.045;5.648;242.374;145.276;0.859;241.886;143.984;10.016;240.775;143.4;9.676;241.684;143.912;12.983;240.657;143.589;15.087;240.429;143.984;10.016;240.775;143.666;10.629;240.574;145.953;11.955;238.859;147.087;9.959;239.751;143.589;15.087;240.429;144.798;15.975;241.291
144.219;10.748;240.974;144.451;13.104;241.052;145.102;9.783;240.266;144.723;5.395;240.225;144.539;10.14;241.183;145.102;9.783;240.266;143.488;14.736;242.79;142.632;12.006;242.916;145.182;14.716;240.895;145.652;14.875;239.577;143.946;9.8;242.087;145.343;5.654;242.602;142.632;12.006;242.916;142.279;9.516;243.055;145.652;14.875;239.577;146.306;12.029;239.162;144.723;5.395;240.225;141.076;3.198;237.905;144.505;14.707;241.817;143.488;14.736;242.79;145.343;5.654;242.602;145.229;0.888;241.897;144.539;10.14;241.183;143.946;9.8;242.087;144.451;13.104;241.052;144.137;15.211;240.841;144.539;10.14;241.183;144.219;10.748;240.974;146.306;12.029;239.162;147.316;9.917;239.928;144.137;15.211;240.841;145.365;16.086;241.69
144.741;10.873;241.35;144.95;13.231;241.418;145.655;9.924;240.659;145.797;5.529;240.912;145.07;10.272;241.566;145.655;9.924;240.659;144.043;14.866;243.182;143.281;12.114;243.41;145.686;14.839;241.241;146.127;14.989;239.913;144.469;9.922;242.46;145.602;5.679;242.804;143.281;12.114;243.41;143.107;9.611;243.63;146.127;14.989;239.913;146.615;12.122;239.424;145.797;5.529;240.912;142.24;3.209;238.573;145.03;14.835;242.179;144.043;14.866;243.182;145.602;5.679;242.804;145.245;0.953;241.931;145.07;10.272;241.566;144.469;9.922;242.46;144.95;13.231;241.418;144.642;15.339;241.212;145.07;10.272;241.566;144.741;10.873;241.35;146.615;12.122;239.424;147.513;9.921;240.072;144.642;15.339;241.212;145.894;16.205;242.035
145.244;10.971;241.703;145.435;13.331;241.765;146.188;10.041;241.029;146.885;5.726;241.574;145.581;10.377;241.925;146.188;10.041;241.029;144.588;14.981;243.549;143.956;12.211;243.911;146.177;14.933;241.564;146.585;15.081;240.224;144.971;10.015;242.809;145.827;5.697;242.971;143.956;12.211;243.911;144.039;9.715;244.239;146.585;15.081;240.224;146.892;12.202;239.657;146.885;5.726;241.574;143.614;2.875;239.41;145.545;14.938;242.518;144.588;14.981;243.549;145.827;5.697;242.971;145.282;1.02;241.947;145.581;10.377;241.925;144.971;10.015;242.809;145.435;13.331;241.765;145.136;15.441;241.558;145.581;10.377;241.925;145.244;10.971;241.703;146.892;12.202;239.657;147.667;9.923;240.177;145.136;15.441;241.558;146.411;16.304;242.348
145.749;11.026;242.04;145.939;13.386;242.108;146.708;10.102;241.378;147.887;5.931;242.164;146.085;10.432;242.266;146.708;10.102;241.378;145.144;15.053;243.906;144.655;12.277;244.413;146.693;14.98;241.889;147.075;15.13;240.543;145.463;10.065;243.139;146.036;5.698;243.11;144.655;12.277;244.413;145.031;9.826;244.856;147.075;15.13;240.543;147.176;12.256;239.884;147.887;5.931;242.164;145.151;2.346;240.382;146.079;14.993;242.855;145.144;15.053;243.906;146.036;5.698;243.11;145.309;1.082;241.933;146.085;10.432;242.266;145.463;10.065;243.139;145.939;13.386;242.108;145.658;15.498;241.902;146.085;10.432;242.266;145.749;11.026;242.04;147.176;12.256;239.884;147.8;9.904;240.265;145.658;15.498;241.902;146.952;16.36;242.661
146.265;11.026;242.366;146.47;13.384;242.448;147.227;10.096;241.716;148.771;6.085;242.677;146.594;10.429;242.595;147.227;10.096;241.716;145.706;15.068;244.251;145.361;12.299;244.898;147.237;14.971;242.222;147.604;15.125;240.872;145.957;10.065;243.459;146.254;5.675;243.248;145.361;12.299;244.898;146.017;9.931;245.45;147.604;15.125;240.872;147.508;12.273;240.127;148.771;6.085;242.677;146.791;1.837;241.434;146.631;14.99;243.192;145.706;15.068;244.251;146.254;5.675;243.248;145.316;1.142;241.909;146.594;10.429;242.595;145.957;10.065;243.459;146.47;13.384;242.448;146.206;15.498;242.242;146.594;10.429;242.595;146.265;11.026;242.366;147.508;12.273;240.127;147.963;9.864;240.37;146.206;15.498;242.242;147.513;16.359;242.982
146.796;10.974;242.687;147.02;13.33;242.783;147.757;10.035;242.049;149.552;6.163;243.138;147.116;10.374;242.92;147.757;10.035;242.049;146.263;15.032;244.578;146.055;12.282;245.351;147.794;14.913;242.551;148.156;15.067;241.199;146.464;10.015;243.775;146.503;5.625;243.412;146.055;12.282;245.351;146.951;10.019;245.998;148.156;15.067;241.199;147.899;12.244;240.385;149.552;6.163;243.138;148.402;1.499;242.479;147.188;14.937;243.522;146.263;15.032;244.578;146.503;5.625;243.412;145.301;1.211;241.9;147.116;10.374;242.92;146.464;10.015;243.775;147.02;13.33;242.783;146.765;15.444;242.571;147.116;10.374;242.92;146.796;10.974;242.687;147.899;12.244;240.385;148.189;9.8;240.503;146.765;15.444;242.571;148.075;16.307;243.301
147.347;10.888;243.008;147.584;13.243;243.111;148.31;9.944;242.38;150.25;6.172;243.567;147.661;10.286;243.244;148.31;9.944;242.38;146.818;14.965;244.887;146.728;12.24;245.762;148.356;14.825;242.868;148.716;14.974;241.515;146.997;9.931;244.091;146.802;5.556;243.614;146.728;12.24;245.762;147.806;10.081;246.488;148.716;14.974;241.515;148.345;12.177;240.655;150.25;6.172;243.567;149.804;1.346;243.41;147.75;14.856;243.838;146.818;14.965;244.887;146.802;5.556;243.614;145.277;1.312;241.916;147.661;10.286;243.244;146.997;9.931;244.091;147.584;13.243;243.111;147.327;15.355;242.882;147.661;10.286;243.244;147.347;10.888;243.008;148.345;12.177;240.655;148.492;9.718;240.666;147.327;15.355;242.882;148.634;16.226;243.608
147.925;10.797;243.335;148.164;13.152;243.434;148.893;9.855;242.712;150.877;6.13;243.971;148.236;10.194;243.572;148.893;9.855;242.712;147.382;14.893;245.184;147.378;12.19;246.133;148.927;14.735;243.172;149.286;14.872;241.818;147.565;9.836;244.411;147.169;5.483;243.86;147.378;12.19;246.133;148.568;10.111;246.911;149.286;14.872;241.818;148.839;12.093;240.935;150.877;6.13;243.971;150.867;1.284;244.145;148.32;14.774;244.142;147.382;14.893;245.184;147.169;5.483;243.86;145.27;1.483;241.96;148.236;10.194;243.572;147.565;9.836;244.411;148.164;13.152;243.434;147.895;15.26;243.18;148.236;10.194;243.572;147.925;10.797;243.335;148.839;12.093;240.935;148.878;9.631;240.865;147.895;15.26;243.18;149.198;16.145;243.898
148.53;10.729;243.669;148.761;13.085;243.753;149.506;9.797;243.044;151.442;6.059;244.342;148.843;10.126;243.902;149.506;9.797;243.044;147.964;14.84;245.475;148.002;12.152;246.462;149.514;14.67;243.468;149.87;14.789;242.111;148.169;9.758;244.735;147.632;5.425;244.155;148.002;12.152;246.462;149.231;10.106;247.266;149.87;14.789;242.111;149.384;12.017;241.23;151.442;6.059;244.342;151.569;1.221;244.646;148.908;14.718;244.438;147.964;14.84;245.475;147.632;5.425;244.155;145.329;1.756;242.043;148.843;10.126;243.902;148.169;9.758;244.735;148.761;13.085;243.753;148.478;15.188;243.47;148.843;10.126;243.902;148.53;10.729;243.669;149.384;12.017;241.23;149.357;9.556;241.113;148.478;15.188;243.47;149.775;16.09;244.176
149.156;10.706;244.005;149.374;13.063;244.07;150.139;9.786;243.372;151.949;5.983;244.662;149.473;10.102;244.233;150.139;9.786;243.372;148.563;14.827;245.766;148.597;12.139;246.754;150.118;14.648;243.763;150.474;14.749;242.405;148.802;9.722;245.063;148.211;5.392;244.509;148.597;12.139;246.754;149.801;10.076;247.556;150.474;14.749;242.405;149.986;11.97;241.544;151.949;5.983;244.662;151.975;1.141;244.925;149.511;14.707;244.732;148.563;14.827;245.766;148.211;5.392;244.509;145.525;2.122;242.205;149.473;10.102;244.233;148.802;9.722;245.063;149.374;13.063;244.07;149.079;15.16;243.758;149.473;10.102;244.233;149.156;10.706;244.005;149.986;11.97;241.544;149.935;9.511;241.414;149.079;15.16;243.758;150.372;16.079;244.451
149.788;10.734;244.339;149.995;13.093;244.384;150.774;9.826;243.694;152.399;5.921;244.923;150.111;10.132;244.561;150.774;9.826;243.694;149.171;14.86;246.058;149.163;12.159;247.012;150.734;14.677;244.063;151.095;14.761;242.705;149.447;9.741;245.391;148.913;5.393;244.928;149.163;12.159;247.012;150.287;10.043;247.788;151.095;14.761;242.705;150.641;11.967;241.876;152.399;5.921;244.923;152.186;1.078;245.043;150.125;14.744;245.03;149.171;14.86;246.058;148.913;5.393;244.928;145.915;2.515;242.489;150.111;10.132;244.561;149.447;9.741;245.391;149.995;13.093;244.384;149.694;15.187;244.05;150.111;10.132;244.561;149.788;10.734;244.339;150.641;11.967;241.876;150.61;9.507;241.764;149.694;15.187;244.05;150.984;16.115;244.736
150.411;10.81;244.663;150.611;13.17;244.693;151.393;9.908;244.004;152.792;5.885;245.125;150.74;10.209;244.879;151.393;9.908;244.004;149.775;14.936;246.353;149.697;12.214;247.241;151.354;14.752;244.37;151.726;14.825;243.014;150.087;9.813;245.717;149.725;5.434;245.407;149.697;12.214;247.241;150.7;10.023;247.973;151.726;14.825;243.014;151.343;12.009;242.224;152.792;5.885;245.125;152.289;1.062;245.077;150.738;14.824;245.332;149.775;14.936;246.353;149.725;5.434;245.407;146.517;2.841;242.915;150.74;10.209;244.879;150.087;9.813;245.717;150.611;13.17;244.693;150.314;15.262;244.347;150.74;10.209;244.879;150.411;10.81;244.663;151.343;12.009;242.224;151.372;9.547;242.155;150.314;15.262;244.347;151.602;16.191;245.035
151.012;10.918;244.972;151.213;13.278;244.994;151.985;10.016;244.299;153.129;5.877;245.276;151.345;10.318;245.184;151.985;10.016;244.299;150.364;15.041;246.648;150.195;12.295;247.446;151.964;14.858;244.681;152.353;14.926;243.33;150.707;9.922;246.033;150.621;5.52;245.929;150.195;12.295;247.446;151.051;10.023;248.117;152.353;14.926;243.33;152.077;12.086;242.582;153.129;5.877;245.276;152.34;1.096;245.088;151.337;14.931;245.636;150.364;15.041;246.648;150.621;5.52;245.929;147.317;3.021;243.467;151.345;10.318;245.184;150.707;9.922;246.033;151.213;13.278;244.994;150.926;15.371;244.647;151.345;10.318;245.184;151.012;10.918;244.972;152.077;12.086;242.582;152.206;9.626;242.581;150.926;15.371;244.647;152.212;16.294;245.347
151.582;11.036;245.264;151.789;13.395;245.283;152.541;10.129;244.577;153.408;5.888;245.387;151.919;10.436;245.473;152.541;10.129;244.577;150.927;15.153;246.938;150.656;12.387;247.63;152.551;14.974;244.991;152.964;15.044;243.647;151.298;10.046;246.337;151.567;5.652;246.47;150.656;12.387;247.63;151.343;10.04;248.233;152.964;15.044;243.647;152.831;12.182;242.946;153.408;5.888;245.387;152.368;1.16;245.111;151.912;15.043;245.938;150.927;15.153;246.938;151.567;5.652;246.47;148.298;3.006;244.118;151.919;10.436;245.473;151.298;10.046;246.337;151.789;13.395;245.283;151.516;15.492;244.947;151.919;10.436;245.473;151.582;11.036;245.264;152.831;12.182;242.946;153.097;9.735;243.041;151.516;15.492;244.947;152.8;16.4;245.667
152.118;11.138;245.538;152.335;13.497;245.561;153.059;10.224;244.838;153.634;5.903;245.466;152.458;10.539;245.745;153.059;10.224;244.838;151.457;15.249;247.22;151.075;12.471;247.801;153.107;15.075;245.295;153.549;15.153;243.961;151.855;10.158;246.625;152.521;5.82;247.007;151.075;12.471;247.801;151.58;10.06;248.329;153.549;15.153;243.961;153.593;12.275;243.315;153.634;5.903;245.466;152.384;1.228;245.149;152.455;15.137;246.234;151.457;15.249;247.22;152.521;5.82;247.007;149.464;2.785;244.847;152.458;10.539;245.745;151.855;10.158;246.625;152.335;13.497;245.561;152.075;15.597;245.241;152.458;10.539;245.745;152.118;11.138;245.538;153.593;12.275;243.315;154.032;9.862;243.541;152.075;15.597;245.241;153.357;16.489;245.987
152.622;11.201;245.8;152.853;13.558;245.83;153.544;10.279;245.086;153.813;5.904;245.523;152.964;10.602;246.004;153.544;10.279;245.086;151.954;15.303;247.496;151.456;12.523;247.968;153.632;15.138;245.594;154.104;15.231;244.271;152.378;10.228;246.899;153.44;5.999;247.519;151.456;12.523;247.968;151.773;10.065;248.42;154.104;15.231;244.271;154.353;12.349;243.692;153.813;5.904;245.523;152.386;1.282;245.189;152.966;15.19;246.524;151.954;15.303;247.496;153.44;5.999;247.519;150.84;2.394;245.657;152.964;10.602;246.004;152.378;10.228;246.899;152.853;13.558;245.83;152.601;15.663;245.531;152.964;10.602;246.004;152.622;11.201;245.8;154.353;12.349;243.692;154.987;10.001;244.081;152.601;15.663;245.531;153.878;16.537;246.304
